"text","stars"
"This place has really good authentic Vietnamese food with authentic nc mm! The servers are great very attentive and patient with our orders! The pho is very...","5"
"Good friendly staff. It was a nice stop during the hustle and bustle of our trip. Food is similar to American Vietnamese, but the sauces and certain...","5"
"After travelling 10 hours from San Francisco and volunteering for 8 hours at City Harvest London, pho was the perfect comfort food. The flavors were robust...","5"
"Every walked into a place and you're instantly giddy because of the environment or build out? Cause that's exactly how I felt here!!My friends and I...","5"
"I haven't written a review in years but want to encourage people to check out this spot. Such a cute little place with excellent espresso drinks and...","5"
"went here yesterday. i ordered the french toast with bacon and sunny side up eggs. also got a cappuccino. it was good, would recommend. and it's affordable!...","5"
"Eggslut in London is absolutely delicious and amazing! It's a little piece of Los Angeles in the centre I'd London. The eggs were delicious, and the bun was...","5"
"OMG THERE'S AN EGGSLUT IN LONDON!!!People of Notting Hill: You don't know how unbelievably lucky you are to have an Eggslut!I hail from LA where Eggslut...","5"
"Holy crap that's a good bacon egg and cheese sandwich. Had to hold back on ordering a second!","5"
"Bun House is a solid spot to grab a bun to go. I love their chicken and pork buns. Their salted egg custard buns is also pretty darn good. I'm not the...","4"
"Delightful food and service! Had the Lamb and Vegetable Bun so hoo","5"
"My friend and I came here during a trip to London for a quick bite and pick me up after a long day of walking around. We got the custard bun, egg tart, and...","4"
"Me and my wife took both Ari Gold beefburger, and the chicken burger.The Aro Gold was great, but the Chicken Burger was something else. The best I've had...","5"
"Went here for quick dinner one work night. The restaurant is cute and the service was fantastic - no fault there. Food - had one of their beef burgers...","4"
"I'm sad to report I didn't love this place. This came recommended to us and we just didn't have a great experience. I had the hot chick and he had the Ari...","3"
"Delicious fish and chips, enormous portions and therefore excellent value for money. Reopened for takeaway only. You can phone in your order for collection....","5"
"Best fish & chips I've ever had. All four of the people in my group felt the same way. While it may not be particularly helpful to add yet another...","5"
"All the great yelp reviews did not disappoint.  First night in London, tired and jet lagged. Bailey's wasn't too far from our rental flat.  We each...","5"
"This was hands down my favorite spot to grab a flat white and a toasted ham and cheese croissant. The staff was very friendly (and handsome) and I...","5"
"Small corner coffee shop that makes a mean latte, mocha, and gluten free breakfast bar.  Stayed at a nearby hotel for a week on business and visited this...","5"
"Nice coffee spot with good coffee and service. I had a quite big Cappuccino which I liked (for GBP 3.20 to drink in). It is not cheap but that's expected in...","4"
"It was a real pleaure to eat at Barshu. The food was great, solid 4*. Oddly not quite as hot / numbing as I've had before. The Dan dan / buckwheat  noodles...","4"
"Amazing restaurant! Feels like you are in China. Service is good, waiters are very friendly and helpful. The choice of dishes is large and various (with...","5"
"My favourite meal in London, hands down. I would've eaten 3 more meals here if I had more time. The staff were friendly, the menu is great. Food delicious...","5"
"Great spot for lunch in the center.I stopped by Tibits for lunch with a friend while visiting London. The place is situated in a small street right off a...","5"
"Stumbled into Tibits in London. Tibits is a pay-by-weight fast casual restaurant with many vegetarian and vegan option. Staff are very friendly. The moment...","4"
"Self-serve vegan/vegetarian food that didn't have an hour and a half wait?? YES PLEASE. The food was delicious, so many options, so many flavors; just...","4"
"Lovely prefixed menu. Dining w/family. Reservations needed. Tiny place with great service. Delicious modern Asian food with a tea tasting! Would return when...","4"
"What a find!!! On a business trip to London this spot was recommended to me by a colleague and it was amazing.  Located in the heart of Chinatown this...","5"
"If you are looking for a bit of refinement for your next Chinese dinner, Xu will tick that box. The decor is reminiscent of what I imagine post-war Shanghai...","4"
"Great spot for a quick bite and hot soup. My mom got the hot noodle soup called the Chicken Gyoza Soumen and it already contains the noodles, veggies and...","4"
"If you're in a hurry and you want average sushi then this is the place to go. The prices are good! Other than that I would choose to go somewhere else if I...","4"
"Wasabi- Kings XWasabi is one of my favourite places for quick bites at the London Kings X station, or sometimes I get take away items from one of their...","5"
"This is a gorgeous restaurant which is the perfect romantic setting for a date. Dine outside next to the floral wall or under a dimly lit backdrop.Prices...","5"
"WOW, what a beautiful find this was! As I am currently reading Virginia Woolf's ""Mrs. Dalloway,"" I was very excited to visit this place and read there....","4"
"I wanted to squeeze in an afternoon tea in London before catching my flight back and this place did not disappoint! Not to mention what a beautiful winter...","5"
"Was here for a late lunch on a bank holiday, and it was delightful! No queue as mentioned in someone else's post, and plenty of cozy seating.  Peaceful...","5"
"If you're looking for some local flavor that's been around for over 20 years, and the strongest most delicious macchiato ever, this is the place to hit up...","5"
"Wonderful evening with the proprietor. He made up a delightful menu of his special items, and created a great London memory. I highly recommend this place.","5"
"Amazing place in London !The decoration is really 30s and pretty cosy. The staff was really nice and friendlyI went there with my mum for breakfast and...","5"
"This was a lovely location. Stumbled upon it while walking around London. My friend and I were enjoying the shops in the area when we saw it standing out...","5"
"I went at 10:00 am on a Monday and there was no wait. Upon arrival I was seated immediately and was able to pick where I would like to sit. After getting my...","5"
"I knew that I was going to have my birthday dinner at a fancy, Michelin-starred restaurant on my trip to London. Opted for Core after a recommendation from...","5"
"World class cuisine in an amazing restaurant with fantastic service and elegant atmosphere. This is pure class and I could not find fault with anything...","5"
"Amazing experience. This is one of my favorites we've been to so far- the food, service, presentation and just whole deal. The service was personalized and...","5"
"As a big Sherlock fan, I had to visit this restaurant during my first trip to London. This is the restaurant that Sherlock and John go into in ""A Study in...","5"
"We loved the food here and the service. We had the charcuterie tray, the manchego croquette and  the garlic prawns.","5"
"EXPENSIVE. BUT the service is PHENOMENAL and I did have the best croquettes I have had EVER. Creamy manchego and jamon croqueta.  But it's pricey and the...","3"
"It's safe to say this pub will definitely spice up your life! It's a Victorian style pub located in SoHo, and is designed with wood paneled walls and blue...","5"
"Pros:Beautiful building. Grilled Halloumi and sweet potato on pretzel bun is delicious. Near theatres, convenient for pre-show dinner.Prices reasonable....","3"
"Came here to grab some fish and chips before a show down the street.  Typical British pub, order both your drinks and food at the bar and they will bring it...","3"
"Milk is an absolutely phenomenal brunch spot over in Balham. You cannot go wrong with anything on their menu. I adore their banana bread and their breakfast...","5"
"Seriously one of the best breakfasts I've ever had! And not just in London. Came in with no real expectations and ended up talking about how great this...","5"
"I find myself thinking about my breakfast here often. My partner and I went out of our way to visit Milk (we stayed north of London and took a couple...","5"
"Back in 2019 when we didn't have worries of this apocalypse, I was blessed to be able to travel and experience some different parts of the world I'm a...","5"
"My favorite favorite cafe in all of London with such a unique location and style! The one in Fitzrovia is located quite literally in an old converted...","5"
"(Disclosure: came here in November 2019) Sorry, I really wanted to like this place for a quick pick me up after a long day but nope. The cappuccinos tasted...","2"
"Walking into this establishment I noticed that it was clean & inviting. They have music playing from the tv & restrooms for customers to use. I ordered a...","4"
"Super weird and different place! We were wandering around before dinner and were super hungry so hopped in to find a...rice burger? I mean, why not? So we...","4"
"My friends and I keep coming back for their delicious waffle + ice-cream combo and their refreshing ""plum ade"". The place is clean, the staff friendly and...","5"
"When Americans think about the quintessential British Pub, they're picturing a pub like The Churchill Arms...but that's not the whole picture. The fact that...","5"
"This is a great English pub with tons of whimsy to go with it, from both the lush garden exterior to the walls and ceilings in the interior covered in...","4"
"Four stars! We went around the holidays to find the building lit up in Christmas lights and the bar decked to the nines inside. It was packed! This place is...","4"
"Battersea Pie Station, under the arches of the lower ground floor of Covent Garden's Market Building, serves up proper British grub.Simply look for The...","5"
"Oh. My. Goodness. I have to admit that I really visited here because I wanted the Sticky Toffee Pudding, but the sea of pies with perfect crusts had my will...","4"
"Mrs. Lovett has nothing on this place!  Perfect for a quick humble meat pie dinner before a fancy pants opera.  Every dish I tried was a hit.Minced Beef &...","4"
"Just off Oxford Street . Been coming here for years . Not just a tourist place, but the best fish and chips","5"
"What's up: When in London, we had to try a fish and chips place. A friend recommended Golden Union, so we went looking for the place. Parking: Did not...","4"
"This was is probably the American in me but I was not impressed with the fish and chips here. I had the one piece and chips and it was pretty bland. Not...","3"
"This place had a variety of options of lasagna!! My favorite was the truffle with meat! So good!!! If you don't like lasagna I wouldn't go here... The...","5"
"The employees helpful and explain the dishes, which is pleasant. I did a combo that they over of 3 half slices (I chose pesto and dried tomato, blue cheese...","5"
"I really wanted to love this place but the lasagna was ok.. got the small portion of original and regular of truffle... the original wasn't even heated for...","3"
"Kerridges Bar and Grill was not an intended stop. It was the stop on our trek to the London Eye on the hottest day of the year (at that point in time). It...","4"
"When we first walked into Kerridges I was thinking I might have made a mistake in making this reservation.  It felt a little stuffy, older world bankers...","5"
"Fellow Yelpers- this is a MUST for you while you visit London. This is actually a first post for a Yelp. Strange because while only open 3 weeks it's on...","5"
"One of my must eats while in London, and so underrated. Most people opt to eat at Yuatcha so close by, but Duck and Rice has FANTASTIC interiors, perfectly...","5"
"Main Point: a good example of where u have Chinese food that is very par 2 subpar @ a kind of fancy place, where u could have went 2 Chinatown insteadsure...","2"
"I knew I wanted to have dim sum as my first meal in London because it was an atypical choice. I chose this dimly lit place because it was close to my hotel...","3"
"Definitely a must go place !!Ambiance  Reminded me of San Francisco.Food was amazing, especially the fish.","5"
"Great place for tasty, solidly presented food. Gets a little loud but upstairs with A/C is well worth it.Beef cheek, roast duck, turbot, all...","4"
"The food at The Ninth was tremendous in quality. The sea bass was very flavorful and filling. The mussels on this dish were even better! The wine selection...","5"
"Unreal!   In a word.  Don't expect a fancy place but it is awesome.  From the minute u are greeted by the owner to the pizza chef right at the entrance this...","5"
"We came here because it was the closest restaurant that served pizza to the bus stop. We had spent the day in Cambridge and we were hungry. My fiancee...","4"
"Was not expecting a great food experience in a tourist trap area. First hint it could be good. A gregarious owner at the door. Second hint: Staff and...","4"
"Formerly Bang Bang Vietnamese back in 2017. Decided to grab something to eat from here as we were staying in an air bnb literally above the restaurant and I...","3"
"Vietnamese food gone wrong! The base soup of phò beef noodle soup is not flaborful at all and in fact bland - no beef taste. There was anlot if noodles, the...","1"
"Amazing little gem in London...the Phô was fantastic and the people here are very nice. We ordered the summer rolls and the 2 phô with rare beef. We HIGHLY...","5"
"After building up a appetite I suggested we eat to soak up the booze. After some thought I chanced it here because I had walked past it a few times going...","5"
"This restaurant is just awesome. The Italian atmosphere and food are fantastic... they also offer gluten-free pasta and starters which makes this restaurant...","5"
"Good Italian food. Good service. Would come again. Got the gnocchi which was very good. My wife got the chicken and leek risotto and she liked it a lot.","5"
"I got caught in the rainstorm while doing some shopping, but wanted to try something healthy to help with the jetlag and airplane food in my...","4"
"It was a nice healthy choice, but in a sea of healthy food like London, the avocado toast needed seasoning to be anything but blah. I wish there was salt...","3"
"A healthy place with many delicious vegan options. I had the Goodness Bowl, which they claimed is their most popular vegan menu item. It was delicious but...","4"
"I love this place..... The food was delicious. I can recommend any Pizza, Pasta and leave room for desert. The service is great and the food cooked to...","5"
"Exactly what I wanted. Needed. 40 minute lunch between classes. Great carbonara. Just look at it!That's all I know!","5"
"Went for a dinner with a friend and had a good time. I had vongole for main, which was generally fresh and tasty. I felt it could have had a bit more...","4"
"This is a super late review. I came here on my trip to London last year and loved every second of my tea service. The tea itself was delicious but I've been...","5"
"Hello friends! I've never been one to particularly enjoy high tea but being in London, I just couldn't leave without having it at Harrod's tea room! While...","4"
"I was so excited to just be in London at Harrods shopping I was becoming undone and had to take tea to calm down. Picture a kid with sugar overload.  The...","5"
"My roommate and I were visiting London for only two days and decided we should definitely do afternoon tea somewhere and I am so happy that we settled on...","5"
"The QUEEN of High Tea in London! This is honestly what all High Tea dreams are made of. Elegant, classy, delicious, historic, epic - all the things!Going...","5"
"What an amazing experience for afternoon tea! This was my first trip to London and I really wanted to have a true afternoon to experience. I booked Hotel...","5"
"The Blue Door Bistro was great! We loved the assortment of breads, cheeses, beverages, meats, and other breakfast foods. There is something for...","4"
"We had dinner out on the back patio and it was wonderful. What a great escape from the city and the heat! The service was stellar. All of the suggestions...","5"
"We were staying in the hotel and though are vacation package included a complimentary dinner from the pre fixe, I would dine again here.  Service was great...","4"
"Get the chicharrones. Actually, get two plates of the chicharrones. And get all of the ceviches. You won't regret it.Seriously, the pork belly...","5"
"Great ceviche, a bit strong but well recommended. Can recommend the drinks as well, and they have a happy hour. Nice and friendly staff.Ate the ceviches...","4"
"Great food. I would recommend the pork belly and the ravioli with mushroom cream. It's very cosy but you are too close to other people so there isn't a lot...","4"
"We were seriously blown away by the rolls we had here. The spider roll and red dragon roll. HELLOOOO WHAT IS THIS?! It's good sushi. Yum.","5"
"This place was great. Not your typical sushi combinations but well worth it.  The apps were fantastic, we would go back. It is a small place so on a busy...","5"
"This whole food court blew us away. I'm not sure if we missed it on our last visit to London a few years ago or if it is new. Anyway, we were certainly...","4"
"Very cool small Ramen place with probably the best Ramen I have ever eaten. I had the Big Boy Spicy Special which was amazing and a large portion but so...","5"
"Monohon is reminiscent of a real Japanese style ramen bar. No frills, bar seating and even more tables hiding in the room next door. Service is quick and...","4"
"Legit solid ramen. Just a little pricey. We were looking for top of the line ramen spot.   A place that specialized in ramen and made their own noodles....","4"
"There is nothing, I mean nothing, nothing, that beats the crispy duck salad at Hakkasan!!! Any location, any city, any country, it is a staple and it just...","4"
"This was my first time at Hakkasan and it lived up to the hype. We went on a Saturday night and it was quite busy as expected. Definitely recommend booking...","5"
"1 STAR..... from a Hakkasan regular??? WHY?!?!I am a regular at Hakkasan in San Francisco. So my expectations for fine dining doesn't stop at the food or...","1"
"One of the best restaurants I've been to when I was in London. I can't recall which location it was exactly but I was hosted by Khatuna and Vlador and the...","5"
"OPEN UNTIL 4AM?!?! ;) Absolutely LOVEEEEE this spot, whenever I'm in London I swear I get the craving late at night to stop by! The menu is filled with...","5"
"Best Lebanese food I ever had. This place is amazing. The food and service was amazing. We ordered a bunch of small items and enjoyed every one of them....","5"
"Phen.Om.En.Al.Really great Italian, great staff, food arrived as it was cooked and tasted delicious.","5"
"Great prosciutto starter with a house wine! Wait staff were very friendly, very outgoing, and knowledgeable about the menu items. Gave great suggestions...","5"
"Small, and sort of noisy when it gets crowded (which being a fine place, it fills up quickly). We were able to get a table, but most had reservations....","5"
"We walked from the Eye to try this based on others Yelp reviews. Quiet little place. We ordered the special for 4. Roast beef, bone marrow wine reduction,...","4"
"This place was really expensive, 3 pounds for one oyster so I'm a bit more critical. The raw oysters were good but I didn't really like their lardo oyster...","3"
"Came in to grab a few oysters during our 2 hour wait at Flat Iron. Got seated rather quickly for a Thursday at 2030 but another 10 minutes passed and still...","1"
"I came here with coworkers who took me out for a REAL English Breakfast.  This is it!Food: So tasty and typical.  Great portion sizes and just comfort...","5"
"An absolute unit of an English breakfast. Homemade, everything made from scratch. As authentic of an English breakfast experience as you can find in London,...","4"
"One of my favorite places to get the full English breakfast. The beans are not too sweet, and the plating of the food is neat and thoughtful. The ambiance...","5"
"One of the quintessential eats for any Gooner! Nothing better to start your day with than a good ol pie drowned in gravy before heading to the pubs nearby...","5"
"Arsenal may have had a decade from hell, but we've got a damned good pie shop. Pierbury names its wide selection of pies after Arsenal legends. As I hate...","4"
"This little hole-in-the-wall place has one of the best pies I had in London. We ordered the chicken and porter, steak and ale and minced beef and onion...","4"
"The flagship Gaucho as I see it. Impeccable service.They really can't do enough for you, but aren't buzzing around you.   They appear when needed like...","5"
"I love a good steakhouse more than almost anything and was really let down at Gaucho last night.  Went with several friends and the ability to eat outside...","2"
"The interior is definitely a cool theme. They have the cow hide everywhere which makes for a great ambiance to a steakhouse.I will start out by saying the...","3"
"Did not have a reservation, but on a weeknight was able to walk in and nab a seat at the bar.  Great wine selection (and generous with tasting pours) to...","5"
"authentic and traditional Basque tapas. so, so good. it's a small space and I think there are two seatings a night, so reservations are definitely...","5"
"Excellent meal! The Jamone and Bollota Pork were amazing. Nice rhubarb sorbet to finish.Presentation was great and service was very prompt and friendly in...","5"
"Service is very slow. We had  to ask  multiple times for water and our check. Tiny tablle and all our tapas came out at the same time. We didn't know where...","2"
"I came with my girlfriend because we miss our country. Always that we go to a Spanish restaurant outside of our frontiers, we were a little afraid of what...","4"
"Nearly 6 years ago I passed by Carmen and thought ""that place looks nice"" - a thought I've continued to have until I finally came here last weekend....for...","4"
"Can't leave London without trying some scotch eggs, shepherds pie and a chicken pie. OMG  the best  I have ever had (doesn't say much since my experience is...","5"
"I was in Mayfair for a very brief business trip and was craving an authentic pub that serves good steak pies. Bingo!  This place seems like it's been around...","4"
"Came here after travelling from Bayswater, on Saturday, 15/2/20, only to be told that the kitchen was closed for the night, but the bar was open for...","2"
"The experience was absolutely superb! We had Cornish Mackerel for appetizer which was so sublime! Then we had the beef Wellington. It was perfect! I don't...","5"
"My 13-year-old son and I were visiting from the US and wanted to eat at a Gordon Ramsay restaurant, since we watch Master Chef and Hell's Kitchen together....","4"
"Ambiance was casual chic and inviting.The food was delectable including the desserts.Customer service was excellent and worth its 12.5%...","4"
"It's been ages since I stopped over for more than just plants at Clifton Nurseries, but The Quince Tree makes the trip worthwhile in its own right.  I came...","4"
"Incredible food! Including vegan, organic and healthy meals. The ambiance is great, it feels like you're in Alice in Wonderland! I had the vegan scramble,...","5"
"Love the atmosphere! Beautiful place to have breakfast at. We ordered the pancake with smoked salmon and the other dish was a Benedict dish. I have to say...","4"
"Great service, small with a very  authentic vibe, busy at 6:30pm on a Wednesday.  Lovely sushi bar and grill options.  A bit expensive but the quality of...","5"
"For a delicious, no frills Japanese meal, this is your place. The seating upstairs is nicer with full sushi bar but requires a reservation on the weekend....","4"
"Very good Japanese spot in Hampstead.Simple but delicious. I only tested robota dishes as it seems what they're know for and it was great.Had the salmon...","4"
"The food was amazing! Flavors were on point and the presentation beautiful. The wine pairing was excellent as well. Service was professional, warm and...","5"
"We chose Caraffini off of reviews and the desire to have Italian food on our 25th anniversary while visiting from America. This is our favorite restaurant...","5"
"We selected Caraffini after a long day of sight seeing.  We showed complete inappropriately dressed. (Think US tourist).  We were warmly welcomed.  The food...","5"
"This is THE SPOT for simple, delicious seafood. We didn't have a reservation but they were able to seat us immediately on a Friday evening. We ordered...","5"
"Place is nice if you want seafood. Food is fresh. Jersey oysters a bit too skinny, next time I'll order different oysters. My clam and calamari dish were a...","4"
"The food was fine, the service I experienced was awful. I don't know if the general practice is to charge all patrons IN ADVANCE, but I was. I was not drunk...","2"
"Over a semester abroad in London I went here three different times and loved each one. Such a good spot to kick back, order a few pints, and enjoy the...","5"
"Saw the high Yelp scores and went here for a quick bite to eat bite before a West End show. Despite the simple menu, it wasn't quick at all.  Also, the food...","3"
"The vibe at Waxy O'Connor's is great. The aesthetic is beautiful, all of the Irish accents are amazing. We came here almost every night of our trip. They...","5"
"Ivy is making a presence in key London neighborhoods. On a recent visit, I got to dine at a few by chance. Did not know of this location and came across...","4"
"Beautiful restaurant! We went for lunch, a great meal after an 8 hr flight. We shared a few dishes and had very delicious cocktails (espresso martini for...","4"
"I really wanted to like this spot but it fell flat in multiple ways. I don't think our server smiled once through the entire course of our meal and it was...","2"
"Environment: Super cozy and cute. I felt like I was in Japan for a brief moment. Lots of wood in the space. The seating was very tight and not plentiful....","5"
"Great Udon!  We found this place in Soho because a different place near by was too busy to fit everyone in.  A quick look on yelp brought us to this Udon...","5"
"Love this hole in the wall in Soho! We came after seeing a play a few blocks away, ~30 min before closing, and the staff was so welcoming, friendly, and...","4"
"This place is a gem! We were walking by on our first afternoon in town and looking to find a late lunch, which can be hard.  Some guys were sitting...","5"
"Andy, our excellent waiter, was by far the best aspect of our dinner. He made you feel like you'd arrived at his home for a fun dinner party. He was...","4"
"Picked this restaurant for our fancy-ish London dinner based on the recommendation of Rick Steves and the many stellar reviews here, but walked away rather...","3"
"I stumbled upon this place on a Saturday night after a day of exploring the city and was craving Asian food. I got here around 6pm and was seated right away...","5"
"My stomach needed food after spending much of my afternoon/evening at the Warner Bros. Studio with my boyfriend.  Which, by the way, is awesome and you...","5"
"My boyfriend and I were craving Japanese food and found this place online! It was a little hard to find the place, but I recognized that we found the right...","5"
"Our meal was so fabulous! It's ""plates to share,"" so we shared the Ham & Cheese croquettes, the duck, the mushroom pasta w/ truffles, a crab dish, and...","5"
"Today was my second time at the Naughty Piglet for lunch and it was DELICIOUS!!! The pear is super interesting with incredible parsnip crisps, the burrata...","5"
"The Victoria area has a lot of recently built modern new buildings, and with them, a whole host of restaurants moving in. The Other Naughty Piglets is on...","5"
"Nice place, i went to many cafe around the city, but was not satisifed. One of my friend recommended this cafe and i really find it awesome....","4"
"Ahh! I am in love with this place. It's so different and unique! Cereal everything on food and drinks, 90s cartoon on TV (they were playing Arnold), twin...","4"
"So fun! What a great concept. I know there are a few around the London area already. There are many options - some pretty normal ones, like a bowl of...","4"
"I had made a reservation 5-6 months in advance to get into the conservatory dining area.  It is a gorgeous room which holds maybe 6-8 tables with a log...","5"
"So many good things have been said about this restaurant and they are all true!  We were here for our anniversary and it was just exceptional in every way....","5"
"We lucked out and got one of the last reservations available in 2019, at 10pm  no less. We were seated just outside the conservatory and it was just...","5"
"Great breakfast spot! I had their Vegan Goddess and through it was delicious. The mushroom and beans tasted amazing and the portion was quite large in my...","5"
"Great little breakfast spot not far from London bridge stationSecond time here - both times were consistently goodGot the following:Full English:...","4"
"The Table was a great little breakfast spot. Bloody Mary was great, with a spicy kick. As a tourist, I was a bit hesitant about the beet juice, but it...","5"
"Because I'm not risking my life,  I've decided to go back through my diaries and journals and review places I've noted. The Shah in London. One of the...","5"
"Enjoyed poppadums and sauces gratis-Thanks. Loved the biryani & veg curry; nans (garlic & peshawari) were excellent. Leftovers tasted better for lunch :)...","4"
"Excellent curry. Will go back. Good value for the price. I had takeAway but restaurant is very inviting with white tablecloths and very clean. Next time I...","5"
"We are on vacation in London.  We are staying at St. James Court.  We spent the day at Greenwich.  We spent the day walking there and around St. Paul's...","5"
"After a long day of traveling we opted to have dinner at Bistro 51 as it was in our lovely hotel. We were not disappointed. Our waitress was lovely and...","4"
"Ordered the mushroom risotto and was in heaven.  Excellent food, service, and price wasn't bad.","5"
"Wow Wow WowThe Vote is in, the Savoy Grill owned by Gordon Ramsey is the Best restaurant I have ever eaten at.  His staff has set the bar for service....","5"
"When you go for lunch, they have a cart option. I called ahead and they had Beef Wellington on the cart which comes with roast vegetables so the supplement...","5"
"PerfectionIt really doesn't get any better than this. It may be pricey but you get what you pay for. The Silver Grill is fabulous. Try to get a room with a...","5"
"Serendipity!I landed in London today for a work event and wandered around this evening looking for dinner before the jet lag kicked in. Luckily, I...","5"
"With all the good reviews, I was expecting much more. I got the papardelle with ragu sauce. The pasta was done well, but the flavor of the red sauce is not...","3"
"Nice place where to buy fresh pasta of really good quality at a fair price.","4"
"Absolutely delicious food, best Turkish food I've had. I got the Kazan special I believe it was called and it was a substantial amount of food, and very...","5"
"Kazan Kitchen was our first time eating Turkish food and we enjoyed every bit of it! This place was right down the way about 5-7 mins walk from our hotel in...","5"
"Was in town for work and came here with a work colleague. The service was great. Everyone was attentive and helpful but not overbearing. We started with...","4"
"Located in the Grosvenor House Hotel London England.We had the breakfast buffet which was out of this world. It would take hours to list all the options....","5"
"My friend and I were staying at Grosvenor House and heard others rave about ""the cheesecake"" at the steakhouse. On our last night in London, we went in to...","5"
"Our last night in London and this restaurant knocked it out of the park!The interior reminded me of an oldskool classy Chicago or New York restaurant with...","5"
"Walking through the Royal Opera Arcade is like stepping back in time, and this little sandwich bar reminds me of my first years in London - long before...","4"
"Lovely shop close to Trafalgar Square, fun eating options and incredibly affordable for feeding a family.  Save room for the Portuguese deserts!","5"
"Delicious food!! Fresh ingredients right in front of you to see! So Many different food options i.e. all day breakfast, sandwiches, lasagnes, & several...","4"
"*visited pre-covid19: Summer 2019*Wow wow wow. Delicious! Second time eating at a GR restaurant. Chose this one as we didn't plan out our trip details nor...","5"
"We came here during a trip to London because it is one of Gordon Ramsey's restaurants and we wanted to try the beed Wellington!As a citizen from the US, I...","4"
"Pretty packed on a Thursday night but we were seated upstairs and there were quite a few open tables. Great service. Beautiful restaurant. Loud, dark and...","5"
"What a great place.  We were walking around London the night before our flight out and was walking to a restaurant when we passed this one.  Always open for...","5"
"The diner was empty and they asked if we had reservations. My wife and I feel we were treated like we didn't belong. The food may be good but I didn't feel...","3"
"I was disappointed with the food....maybe it's what I ordered but how can you mess up a souvlaki?  I can only give 2 stars because the waiter was nice and...","2"
"The pizza was amazing. The food came out quickly. The servers are very nice. At night it's crowded so you may need to wait a little but it's worth it.It's...","5"
"Pretty good Italian.  Everyone in our party got different types of pizzas and we all liked them. I've had better in the states but this place did the trick...","4"
"After reading such glowing reviews, it was a tad disappointing.We weren't too happy that it took the kitchen 45 minutes to make us a pizza when the...","4"
"Decided to try this place out because my boyfriend and I wanted some steak. We saw that this was a chain in London and it was a cheap £11 steak. We went for...","5"
"Perfect cheap eats in London. I can see why this place is always busy. For 11£ you can get a perfectly cooked little steak that comes with a side salad...","4"
"Great simple Flat Iron steak for 11 pounds! This place is a great casual steakhouse chain in London. It serves their iconic smaller portion flat iron steak...","5"
"This spot is upscale Indian! Loved the vibe, total hit list of cocktails, and the flavors are booming. The restaurant is gorgeous. The waitstaff is so...","4"
"""Memorable food with options for all. A great team - 5 Star's ""This is one of Atul Kochhar's latest restaurants  and focuses on the North East States of...","5"
"Amazing food and even better service. The people there were super nice and the food and drinks were fabulous. Best Indian food I have ever had.","5"
"Uhhhhh.  DAMN.  Every single dish is a knock out. RibsGyoza Chicken wings AubergineSalmon sashimi Service was amazing but the pace of the food could...","5"
"The food was fine. Service a bit slow. Had the duck gyoza, pork belly and the curry katsu. Overall nothing was that memorable, the duck gyoza was a bit...","3"
"When you first enter, the restaurant ticks a lot of boxes. Trendy decor, great sound system and fun music. It has a modern vibe that is lacking in most...","2"
"Fun, eclectic restaurant with good sushi & beverages.  We went before a play before it was crowded.  The service was quite good.  Attentive staff who worked...","4"
"Wow, extremely impressed with SexyFish. I want to start this review by giving major kudos to our bartender, Maria. After we first arrived at SexyFish, she...","4"
"This place was great and very beautifully decorated upon walking in.We had a reservation but the table was not ready when we got there but we only waited...","4"
"Absolutely delightful restaurant to visit while in London! Everyone in our tour group was raving about Boxcar and my fiancé and I decided to try it out....","5"
"Started with the excellent service.  Best service in london during our visit.  We both got the Box Car Steak - excellent.  Perfectly cooked and tender.  My...","5"
"The best burger ever!! I live in Los Angeles and it the best hamburger I have EVER eaten. The meat is juicy and the quality sublime. Service is great and...","5"
"Tasty and at a reasonable price!! Better to sit either downstairs or upstairs for a full food satisfaction.","4"
"I had the hot and it was a really nice level of spice and flavor. Not the easiest to eat while walking around but wow was it tasty. I think they have...","5"
"The Colonel Fawcett's slogan ""Camden's Best Kept Secret"" is certainly accurate. This homey, festive local pub has hosted many cozy evenings for me and my...","5"
"On our trip to London we found this pub near our rental and since they had outdoor seating we thought it a perfect spot to hide away with all our many...","5"
"Five stars for the two dishes I tried and for having a cool interior, ambiance and trendy vibes that elevated this from the normal pubs in the area (even...","5"
"Navigating through Greek street around 09:00pm on a summery Saturday night is an experience in itself, but once you've walked through the vibrant street you...","5"
"This is an upscale Thai place. The food was very good. I had a lunch special, as did my companions. It included an appetizer and a main dish. I chose the...","4"
"First class service, decent food and pretty high end in terms of price.We came here for our anniversary and was especially impressed with the service. The...","4"
"Great breakfast and a good variation if you are a tourist always getting an English breakfast in the mornings.The environment resembles what one would...","5"
"Nice place! Had a big table to seat our group of 15 people. Came with the LBS MBA guys. Very light place, attentive friendly servers and nice atmosphere.I...","4"
"On our way to Golden Union fish and chips, we debated on whether to eat at Comptoir or not. The place had really nice reviews, looked clean and fun. ""But,...","5"
"Went for lunch without reservation on Monday, I were seated right away.Salmon is fresh and great! Service is warm, and the environment is very nice.","5"
"Sake list is insane so for those who love Sake - you will be in heaven!The food was very good. Sashimi's presentation was beautiful and the sashimi was...","4"
"I am very impressed with the quality of the food and service at this restaurant. The attention to detail is excellent and felt very comfortable for such a...","5"
"Excellent food! Great service! Great decor! Fun time in London.Recommend:Fish and ChipsBeers-all are good!Ribeye and Mac and cheese","5"
"So...this place is not Devonshire. There are stark differences between the professionalism you will find here and the sister location in Devonshire. Here,...","2"
